Drug1,Drug2,Cell_Line,Loewe,Tissue
MK-2206,Dinaciclib,SK.MES.1,0.86554609,lung
MK-2206,Erlotinib,SK.MES.1,9.234100774,lung
MK-2206,geldanamycin,SK.MES.1,2.357281206,lung
MK-2206,Deforolimus,SK.MES.1,15.35250282,lung
MK-2206,891494-63-6,SK.MES.1,3.603457566,lung
MK-2206,Eloxatin (TN),SK.MES.1,2.715881405,lung
MK-2206,391210-10-9,SK.MES.1,2.228080119,lung
MK-2206,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,6.993382957,lung
MK-2206,Sorafenib,SK.MES.1,5.60288692,lung
MK-2206,topotecan,SK.MES.1,3.643895001,lung
Niraparib,Veliparib,SK.MES.1,-10.77718257,lung
Niraparib,915019-65-7,SK.MES.1,3.987175336,lung
Niraparib,Bortezomib,SK.MES.1,-0.959488271,lung
Niraparib,Dasatinib,SK.MES.1,-3.692286873,lung
Niraparib,Dinaciclib,SK.MES.1,-1.262677005,lung
Niraparib,Erlotinib,SK.MES.1,-2.487641538,lung
Niraparib,geldanamycin,SK.MES.1,1.46154428,lung
Niraparib,MK-2206,SK.MES.1,11.64036553,lung
Niraparib,Deforolimus,SK.MES.1,10.57957895,lung
Niraparib,891494-63-6,SK.MES.1,-2.969008824,lung
Niraparib,Eloxatin (TN),SK.MES.1,-1.162747636,lung
Niraparib,391210-10-9,SK.MES.1,-11.80704552,lung
Niraparib,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,19.0919438,lung
Niraparib,Sorafenib,SK.MES.1,4.199369249,lung
Niraparib,topotecan,SK.MES.1,15.8736245,lung
MK-5108,Veliparib,SK.MES.1,-28.44745574,lung
MK-5108,915019-65-7,SK.MES.1,2.121224436,lung
MK-5108,Bortezomib,SK.MES.1,-2.977604806,lung
MK-5108,Dasatinib,SK.MES.1,1.317292548,lung
MK-5108,Dinaciclib,SK.MES.1,-5.717436637,lung
MK-5108,Erlotinib,SK.MES.1,0.974597575,lung
MK-5108,geldanamycin,SK.MES.1,1.826114614,lung
MK-5108,MK-2206,SK.MES.1,5.065450274,lung
MK-5108,Niraparib,SK.MES.1,0.002679055,lung
MK-5108,Deforolimus,SK.MES.1,-1.335201277,lung
MK-5108,891494-63-6,SK.MES.1,-3.265548098,lung
MK-5108,Eloxatin (TN),SK.MES.1,-3.832340924,lung
MK-5108,391210-10-9,SK.MES.1,-2.123971327,lung
MK-5108,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,-3.081488901,lung
MK-5108,Sorafenib,SK.MES.1,-1.093530475,lung
MK-5108,topotecan,SK.MES.1,0.92789717,lung
Deforolimus,915019-65-7,SK.MES.1,23.88231399,lung
Deforolimus,Dinaciclib,SK.MES.1,-0.007470142,lung
Deforolimus,geldanamycin,SK.MES.1,8.687596141,lung
Deforolimus,891494-63-6,SK.MES.1,1.644200924,lung
Deforolimus,Eloxatin (TN),SK.MES.1,-0.311788705,lung
Deforolimus,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,5.956360765,lung
Deforolimus,Sorafenib,SK.MES.1,14.64545652,lung
Deforolimus,topotecan,SK.MES.1,1.07267274,lung
Eloxatin (TN),Dinaciclib,SK.MES.1,-4.17404528,lung
Eloxatin (TN),891494-63-6,SK.MES.1,-2.548702888,lung
Eloxatin (TN),Sorafenib,SK.MES.1,-5.490781243,lung
paclitaxel,Veliparib,SK.MES.1,-58.87262469,lung
paclitaxel,MK-1775,SK.MES.1,0.185252277,lung
paclitaxel,915019-65-7,SK.MES.1,5.269095641,lung
paclitaxel,Bortezomib,SK.MES.1,-1.984826099,lung
paclitaxel,Dasatinib,SK.MES.1,6.5811705,lung
paclitaxel,Dinaciclib,SK.MES.1,-1.240871163,lung
paclitaxel,Erlotinib,SK.MES.1,2.420026397,lung
paclitaxel,geldanamycin,SK.MES.1,2.858782898,lung
paclitaxel,L-778123 free base,SK.MES.1,7.495648751,lung
paclitaxel,Lapatinib,SK.MES.1,9.144089283,lung
paclitaxel,MK-2206,SK.MES.1,8.072339116,lung
paclitaxel,Niraparib,SK.MES.1,-2.899991477,lung
paclitaxel,MK-5108,SK.MES.1,1.685942913,lung
paclitaxel,Deforolimus,SK.MES.1,4.48787379,lung
paclitaxel,891494-63-6,SK.MES.1,-1.291204625,lung
paclitaxel,391210-10-9,SK.MES.1,1.103589991,lung
paclitaxel,Sorafenib,SK.MES.1,-0.163956447,lung
paclitaxel,Sunitinib,SK.MES.1,0.5556656,lung
paclitaxel,temozolomide,SK.MES.1,-35.64597195,lung
paclitaxel,Vorinostat,SK.MES.1,-1.794315441,lung
391210-10-9,Veliparib,SK.MES.1,-39.62863188,lung
391210-10-9,915019-65-7,SK.MES.1,7.501804942,lung
391210-10-9,Bortezomib,SK.MES.1,-2.912379107,lung
391210-10-9,Dasatinib,SK.MES.1,10.51862262,lung
391210-10-9,Dinaciclib,SK.MES.1,-10.52585035,lung
391210-10-9,geldanamycin,SK.MES.1,5.508985267,lung
391210-10-9,Deforolimus,SK.MES.1,-0.334953025,lung
391210-10-9,891494-63-6,SK.MES.1,-0.64388216,lung
391210-10-9,Eloxatin (TN),SK.MES.1,-2.534332348,lung
391210-10-9,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,-4.11413981,lung
391210-10-9,Sorafenib,SK.MES.1,3.187748107,lung
391210-10-9,topotecan,SK.MES.1,-3.882666728,lung
7-Ethyl-10-hydroxycamptothecin,Dinaciclib,SK.MES.1,-1.099474219,lung
7-Ethyl-10-hydroxycamptothecin,891494-63-6,SK.MES.1,-4.488962728,lung
7-Ethyl-10-hydroxycamptothecin,Sorafenib,SK.MES.1,10.35093517,lung
Sorafenib,Dinaciclib,SK.MES.1,-1.694495862,lung
Sorafenib,891494-63-6,SK.MES.1,-7.619795859,lung
Sunitinib,Veliparib,SK.MES.1,-27.82579525,lung
Sunitinib,MK-1775,SK.MES.1,-1.356908843,lung
Sunitinib,915019-65-7,SK.MES.1,10.2061523,lung
Sunitinib,Bortezomib,SK.MES.1,-3.315174673,lung
Sunitinib,Dasatinib,SK.MES.1,2.369358495,lung
Sunitinib,Dinaciclib,SK.MES.1,-4.492188234,lung
Sunitinib,Erlotinib,SK.MES.1,12.33193127,lung
Sunitinib,geldanamycin,SK.MES.1,4.484288992,lung
Sunitinib,Lapatinib,SK.MES.1,8.071029558,lung
Sunitinib,MK-2206,SK.MES.1,10.91983965,lung
Sunitinib,Niraparib,SK.MES.1,-5.456663923,lung
Sunitinib,MK-5108,SK.MES.1,-6.681341336,lung
Sunitinib,Deforolimus,SK.MES.1,13.75689479,lung
Sunitinib,891494-63-6,SK.MES.1,-5.147041423,lung
Sunitinib,Eloxatin (TN),SK.MES.1,-6.991693816,lung
Sunitinib,391210-10-9,SK.MES.1,6.922940133,lung
Sunitinib,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,10.11021152,lung
Sunitinib,Sorafenib,SK.MES.1,-11.92999724,lung
Sunitinib,temozolomide,SK.MES.1,-35.44406195,lung
Sunitinib,topotecan,SK.MES.1,-2.924760543,lung
temozolomide,Veliparib,SK.MES.1,12.26753881,lung
temozolomide,MK-1775,SK.MES.1,-6.699413253,lung
temozolomide,915019-65-7,SK.MES.1,-31.41857481,lung
temozolomide,Bortezomib,SK.MES.1,-21.32668905,lung
temozolomide,Dasatinib,SK.MES.1,-30.27177153,lung
temozolomide,Dinaciclib,SK.MES.1,-30.30517316,lung
temozolomide,Erlotinib,SK.MES.1,-18.45976857,lung
temozolomide,geldanamycin,SK.MES.1,-26.99086907,lung
temozolomide,Lapatinib,SK.MES.1,-19.14440659,lung
temozolomide,MK-2206,SK.MES.1,-8.219353239,lung
temozolomide,Niraparib,SK.MES.1,16.02757463,lung
temozolomide,MK-5108,SK.MES.1,-21.30983493,lung
temozolomide,Deforolimus,SK.MES.1,9.598884277,lung
temozolomide,891494-63-6,SK.MES.1,-12.91498609,lung
temozolomide,Eloxatin (TN),SK.MES.1,-37.03895006,lung
temozolomide,391210-10-9,SK.MES.1,-30.23716949,lung
temozolomide,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,-26.77550505,lung
temozolomide,Sorafenib,SK.MES.1,-14.78532613,lung
temozolomide,topotecan,SK.MES.1,-22.56167718,lung
topotecan,915019-65-7,SK.MES.1,4.325389091,lung
topotecan,Dinaciclib,SK.MES.1,-4.689805634,lung
topotecan,891494-63-6,SK.MES.1,-2.960012434,lung
topotecan,Sorafenib,SK.MES.1,7.286556089,lung
vinblastine,Veliparib,SK.MES.1,-77.76146844,lung
vinblastine,MK-1775,SK.MES.1,-6.756949518,lung
vinblastine,915019-65-7,SK.MES.1,5.599934352,lung
vinblastine,Bortezomib,SK.MES.1,-4.342965236,lung
vinblastine,Dasatinib,SK.MES.1,-5.822632503,lung
vinblastine,Dinaciclib,SK.MES.1,-8.807365398,lung
vinblastine,Erlotinib,SK.MES.1,1.860115676,lung
vinblastine,geldanamycin,SK.MES.1,-1.381196473,lung
vinblastine,L-778123 free base,SK.MES.1,4.693077709,lung
vinblastine,Lapatinib,SK.MES.1,-2.853822528,lung
vinblastine,MK-2206,SK.MES.1,-2.985244109,lung
vinblastine,Niraparib,SK.MES.1,-6.348914669,lung
vinblastine,MK-5108,SK.MES.1,-0.496678848,lung
vinblastine,Deforolimus,SK.MES.1,4.042407443,lung
vinblastine,891494-63-6,SK.MES.1,-4.999053159,lung
vinblastine,391210-10-9,SK.MES.1,-4.207371374,lung
vinblastine,Sorafenib,SK.MES.1,4.417989059,lung
vinblastine,Sunitinib,SK.MES.1,-6.619790347,lung
vinblastine,temozolomide,SK.MES.1,-36.66939722,lung
vinblastine,Vorinostat,SK.MES.1,-3.773219094,lung
vinorelbine,Veliparib,SK.MES.1,-63.98114032,lung
vinorelbine,MK-1775,SK.MES.1,-4.924481136,lung
vinorelbine,915019-65-7,SK.MES.1,2.724911401,lung
vinorelbine,Bortezomib,SK.MES.1,-1.895472489,lung
vinorelbine,Dasatinib,SK.MES.1,-1.910064456,lung
vinorelbine,Dinaciclib,SK.MES.1,0.187880888,lung
vinorelbine,Erlotinib,SK.MES.1,4.793002742,lung
vinorelbine,geldanamycin,SK.MES.1,2.762364908,lung
vinorelbine,Lapatinib,SK.MES.1,3.555716973,lung
vinorelbine,MK-2206,SK.MES.1,3.881001236,lung
vinorelbine,Niraparib,SK.MES.1,-3.184094168,lung
vinorelbine,MK-5108,SK.MES.1,-2.993554239,lung
vinorelbine,Deforolimus,SK.MES.1,-0.051551638,lung
vinorelbine,891494-63-6,SK.MES.1,-2.558578763,lung
vinorelbine,391210-10-9,SK.MES.1,-8.363947936,lung
vinorelbine,Sorafenib,SK.MES.1,-0.021011324,lung
vinorelbine,Sunitinib,SK.MES.1,-0.165120813,lung
vinorelbine,temozolomide,SK.MES.1,-29.78678574,lung
vinorelbine,Vorinostat,SK.MES.1,0.040485274,lung
Vorinostat,Veliparib,SK.MES.1,-24.3129905,lung
Vorinostat,MK-1775,SK.MES.1,6.084509875,lung
Vorinostat,915019-65-7,SK.MES.1,3.423345292,lung
Vorinostat,Bortezomib,SK.MES.1,2.80393406,lung
Vorinostat,Dasatinib,SK.MES.1,-3.454798155,lung
Vorinostat,Dinaciclib,SK.MES.1,-5.238996695,lung
Vorinostat,Erlotinib,SK.MES.1,6.631093018,lung
Vorinostat,geldanamycin,SK.MES.1,-8.998840631,lung
Vorinostat,gemcitabine,SK.MES.1,3.194527656,lung
Vorinostat,Lapatinib,SK.MES.1,3.614418925,lung
Vorinostat,MK-2206,SK.MES.1,11.71153553,lung
Vorinostat,Niraparib,SK.MES.1,0.707831083,lung
Vorinostat,MK-5108,SK.MES.1,-1.543614224,lung
Vorinostat,Deforolimus,SK.MES.1,3.422754069,lung
Vorinostat,891494-63-6,SK.MES.1,2.52300809,lung
Vorinostat,Eloxatin (TN),SK.MES.1,0.785053745,lung
Vorinostat,391210-10-9,SK.MES.1,-7.630598656,lung
Vorinostat,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,4.943460249,lung
Vorinostat,Sorafenib,SK.MES.1,-0.142845249,lung
Vorinostat,Sunitinib,SK.MES.1,-5.858071436,lung
Vorinostat,temozolomide,SK.MES.1,-9.404019073,lung
Vorinostat,topotecan,SK.MES.1,0.905689566,lung
5-Fluorouracil,Veliparib,A2780,-2.04236549,urogenital_system
5-Fluorouracil,MK-1775,A2780,13.43800738,urogenital_system
5-Fluorouracil,915019-65-7,A2780,4.9564748,urogenital_system
5-Fluorouracil,Bortezomib,A2780,-0.606903963,urogenital_system
5-Fluorouracil,Dasatinib,A2780,12.04984,urogenital_system
5-Fluorouracil,Dinaciclib,A2780,-2.190511013,urogenital_system
5-Fluorouracil,Erlotinib,A2780,14.10088605,urogenital_system
5-Fluorouracil,geldanamycin,A2780,1.627285097,urogenital_system
5-Fluorouracil,L-778123 free base,A2780,8.230283103,urogenital_system
5-Fluorouracil,Lapatinib,A2780,10.37869292,urogenital_system
5-Fluorouracil,MK-2206,A2780,10.17885365,urogenital_system
5-Fluorouracil,Niraparib,A2780,9.403775345,urogenital_system
5-Fluorouracil,MK-5108,A2780,8.161123367,urogenital_system
5-Fluorouracil,Deforolimus,A2780,11.62290413,urogenital_system
5-Fluorouracil,891494-63-6,A2780,7.630257745,urogenital_system
5-Fluorouracil,391210-10-9,A2780,12.33637067,urogenital_system
5-Fluorouracil,Sorafenib,A2780,3.104914692,urogenital_system
5-Fluorouracil,Sunitinib,A2780,9.924271926,urogenital_system
5-Fluorouracil,temozolomide,A2780,-13.35227523,urogenital_system
5-Fluorouracil,Vorinostat,A2780,2.896671122,urogenital_system
Veliparib,915019-65-7,A2780,1.489011038,urogenital_system
Veliparib,Dinaciclib,A2780,5.22232393,urogenital_system
Veliparib,geldanamycin,A2780,-6.158722521,urogenital_system
Veliparib,891494-63-6,A2780,15.3261818,urogenital_system
Veliparib,Eloxatin (TN),A2780,8.723610678,urogenital_system
Veliparib,7-Ethyl-10-hydroxycamptothecin,A2780,3.571531914,urogenital_system
Veliparib,Sorafenib,A2780,-3.828802075,urogenital_system
Veliparib,topotecan,A2780,-2.087420116,urogenital_system
MK-1775,Veliparib,A2780,-12.80122416,urogenital_system
MK-1775,915019-65-7,A2780,12.04257309,urogenital_system
MK-1775,Bortezomib,A2780,-2.289326832,urogenital_system
MK-1775,Dasatinib,A2780,2.183105625,urogenital_system
MK-1775,Dinaciclib,A2780,-0.031971415,urogenital_system
MK-1775,Erlotinib,A2780,7.487863796,urogenital_system
MK-1775,geldanamycin,A2780,1.718305749,urogenital_system
MK-1775,Lapatinib,A2780,0.131213024,urogenital_system
MK-1775,MK-2206,A2780,11.99008303,urogenital_system
MK-1775,Niraparib,A2780,10.74043702,urogenital_system
MK-1775,MK-5108,A2780,7.438807164,urogenital_system
MK-1775,Deforolimus,A2780,18.90057348,urogenital_system
MK-1775,891494-63-6,A2780,26.17703352,urogenital_system
MK-1775,Eloxatin (TN),A2780,8.948015891,urogenital_system
MK-1775,391210-10-9,A2780,18.97891818,urogenital_system
MK-1775,7-Ethyl-10-hydroxycamptothecin,A2780,6.859270102,urogenital_system
MK-1775,Sorafenib,A2780,1.076359042,urogenital_system
MK-1775,topotecan,A2780,5.631721226,urogenital_system
915019-65-7,Dinaciclib,A2780,3.95063497,urogenital_system
915019-65-7,891494-63-6,A2780,1.073481058,urogenital_system
915019-65-7,Eloxatin (TN),A2780,10.4395378,urogenital_system
915019-65-7,7-Ethyl-10-hydroxycamptothecin,A2780,8.267199805,urogenital_system
915019-65-7,Sorafenib,A2780,4.312350814,urogenital_system
Bortezomib,Veliparib,A2780,-14.83793359,urogenital_system
Bortezomib,915019-65-7,A2780,5.614067183,urogenital_system
Bortezomib,Dasatinib,A2780,-5.798268101,urogenital_system
Bortezomib,Dinaciclib,A2780,-5.803396133,urogenital_system
Bortezomib,geldanamycin,A2780,-0.161150623,urogenital_system
Bortezomib,891494-63-6,A2780,5.342953394,urogenital_system
Bortezomib,Eloxatin (TN),A2780,6.845928503,urogenital_system
Bortezomib,7-Ethyl-10-hydroxycamptothecin,A2780,-1.323901642,urogenital_system
Bortezomib,Sorafenib,A2780,0.602476365,urogenital_system
Bortezomib,topotecan,A2780,5.505017189,urogenital_system
Carboplatinum,Veliparib,A2780,16.33907092,urogenital_system
Carboplatinum,MK-1775,A2780,12.77661619,urogenital_system
Carboplatinum,915019-65-7,A2780,12.01736005,urogenital_system
Carboplatinum,Bortezomib,A2780,2.966246976,urogenital_system
Carboplatinum,Dasatinib,A2780,23.75071738,urogenital_system
Carboplatinum,Dinaciclib,A2780,3.409496023,urogenital_system
Carboplatinum,Erlotinib,A2780,9.411990295,urogenital_system
Carboplatinum,geldanamycin,A2780,4.365045547,urogenital_system
Carboplatinum,L-778123 free base,A2780,5.312712297,urogenital_system
Carboplatinum,Lapatinib,A2780,12.92524028,urogenital_system
Carboplatinum,MK-2206,A2780,13.74904426,urogenital_system
Carboplatinum,Niraparib,A2780,10.88879851,urogenital_system
Carboplatinum,MK-5108,A2780,16.22603667,urogenital_system
Carboplatinum,Deforolimus,A2780,16.91507016,urogenital_system
Carboplatinum,891494-63-6,A2780,16.75588667,urogenital_system
Carboplatinum,391210-10-9,A2780,15.51324552,urogenital_system
Carboplatinum,Sorafenib,A2780,-1.762270646,urogenital_system
Carboplatinum,Sunitinib,A2780,10.08784823,urogenital_system
Carboplatinum,temozolomide,A2780,-8.59727009,urogenital_system
Carboplatinum,Vorinostat,A2780,12.61489503,urogenital_system
cyclophosphamide,Veliparib,A2780,5.380491866,urogenital_system
cyclophosphamide,MK-1775,A2780,-59.81831849,urogenital_system
cyclophosphamide,915019-65-7,A2780,-23.62676614,urogenital_system
cyclophosphamide,Bortezomib,A2780,-19.26331251,urogenital_system
cyclophosphamide,Dasatinib,A2780,7.308772161,urogenital_system
cyclophosphamide,Dinaciclib,A2780,-47.41389517,urogenital_system
cyclophosphamide,Erlotinib,A2780,-25.36027427,urogenital_system
cyclophosphamide,geldanamycin,A2780,-37.83079768,urogenital_system
cyclophosphamide,L-778123 free base,A2780,-6.674299863,urogenital_system
cyclophosphamide,Lapatinib,A2780,-12.59886506,urogenital_system
cyclophosphamide,MK-2206,A2780,-13.25607922,urogenital_system
cyclophosphamide,Niraparib,A2780,-14.59883749,urogenital_system
cyclophosphamide,MK-5108,A2780,-29.66310948,urogenital_system
cyclophosphamide,Deforolimus,A2780,-15.18197233,urogenital_system
cyclophosphamide,891494-63-6,A2780,-6.42585724,urogenital_system
cyclophosphamide,391210-10-9,A2780,-16.43851799,urogenital_system
cyclophosphamide,Sorafenib,A2780,-10.64966145,urogenital_system
cyclophosphamide,Sunitinib,A2780,-19.75632848,urogenital_system
cyclophosphamide,temozolomide,A2780,8.965815447,urogenital_system
cyclophosphamide,Vorinostat,A2780,-35.73628068,urogenital_system
Dasatinib,Veliparib,A2780,16.60789472,urogenital_system
Dasatinib,915019-65-7,A2780,4.088757912,urogenital_system
Dasatinib,Dinaciclib,A2780,-5.002737528,urogenital_system
Dasatinib,geldanamycin,A2780,-3.155628635,urogenital_system
Dasatinib,Deforolimus,A2780,20.2936787,urogenital_system
Dasatinib,891494-63-6,A2780,27.24349312,urogenital_system
Dasatinib,Eloxatin (TN),A2780,13.6333167,urogenital_system
Dasatinib,7-Ethyl-10-hydroxycamptothecin,A2780,-2.569981214,urogenital_system
Dasatinib,Sorafenib,A2780,11.72256873,urogenital_system
Dasatinib,topotecan,A2780,1.975130834,urogenital_system
dexamethasone,Veliparib,A2780,-0.051508134,urogenital_system
dexamethasone,MK-1775,A2780,-60.60517786,urogenital_system
dexamethasone,915019-65-7,A2780,-21.05156301,urogenital_system
dexamethasone,Bortezomib,A2780,-25.29147066,urogenital_system
dexamethasone,Dasatinib,A2780,5.465834661,urogenital_system
dexamethasone,Dinaciclib,A2780,-47.77398909,urogenital_system
dexamethasone,Erlotinib,A2780,-26.56927427,urogenital_system
dexamethasone,geldanamycin,A2780,-35.16301643,urogenital_system
dexamethasone,L-778123 free base,A2780,-8.468971737,urogenital_system
dexamethasone,Lapatinib,A2780,-11.30216193,urogenital_system
dexamethasone,MK-2206,A2780,-15.37648547,urogenital_system
dexamethasone,Niraparib,A2780,-13.84666562,urogenital_system
dexamethasone,MK-5108,A2780,-30.86507823,urogenital_system
dexamethasone,Deforolimus,A2780,-17.75830046,urogenital_system
dexamethasone,891494-63-6,A2780,-8.915263494,urogenital_system
dexamethasone,391210-10-9,A2780,-11.94900236,urogenital_system
dexamethasone,Sorafenib,A2780,-12.21620832,urogenital_system
dexamethasone,Sunitinib,A2780,-21.89621911,urogenital_system
dexamethasone,temozolomide,A2780,0.678832294,urogenital_system
dexamethasone,Vorinostat,A2780,-35.83378068,urogenital_system
Dinaciclib,891494-63-6,A2780,3.136236124,urogenital_system
doxorubicin,Veliparib,A2780,1.139432079,urogenital_system
doxorubicin,MK-1775,A2780,7.77402097,urogenital_system
doxorubicin,915019-65-7,A2780,7.696636719,urogenital_system
doxorubicin,Bortezomib,A2780,6.034282054,urogenital_system
doxorubicin,Dasatinib,A2780,4.44950016,urogenital_system
doxorubicin,Dinaciclib,A2780,2.412718984,urogenital_system
doxorubicin,Erlotinib,A2780,6.964607827,urogenital_system
doxorubicin,geldanamycin,A2780,5.457453083,urogenital_system
doxorubicin,L-778123 free base,A2780,6.606738804,urogenital_system
doxorubicin,Lapatinib,A2780,1.565440302,urogenital_system
doxorubicin,MK-2206,A2780,8.101484265,urogenital_system
doxorubicin,Niraparib,A2780,7.394746123,urogenital_system
doxorubicin,MK-5108,A2780,5.761009011,urogenital_system
doxorubicin,Deforolimus,A2780,10.43668814,urogenital_system
doxorubicin,891494-63-6,A2780,-0.939599451,urogenital_system
doxorubicin,391210-10-9,A2780,6.409741655,urogenital_system
doxorubicin,Sorafenib,A2780,3.398406406,urogenital_system
doxorubicin,Sunitinib,A2780,4.150945663,urogenital_system
doxorubicin,temozolomide,A2780,-2.504647666,urogenital_system
doxorubicin,Vorinostat,A2780,5.79226669,urogenital_system
Erlotinib,Veliparib,A2780,9.732460633,urogenital_system
Erlotinib,915019-65-7,A2780,11.89363288,urogenital_system
Erlotinib,Bortezomib,A2780,-0.549788256,urogenital_system
Erlotinib,Dasatinib,A2780,9.306300786,urogenital_system
Erlotinib,Dinaciclib,A2780,3.297462633,urogenital_system
Erlotinib,geldanamycin,A2780,3.345263722,urogenital_system
Erlotinib,Deforolimus,A2780,16.68344382,urogenital_system
Erlotinib,891494-63-6,A2780,20.76652217,urogenital_system
Erlotinib,Eloxatin (TN),A2780,1.879144635,urogenital_system
Erlotinib,391210-10-9,A2780,14.05398722,urogenital_system
Erlotinib,7-Ethyl-10-hydroxycamptothecin,A2780,14.53779523,urogenital_system
Erlotinib,Sorafenib,A2780,5.310827961,urogenital_system
Erlotinib,topotecan,A2780,11.26798483,urogenital_system
etoposide,Veliparib,A2780,4.012634153,urogenital_system
etoposide,MK-1775,A2780,6.44240479,urogenital_system
etoposide,915019-65-7,A2780,4.550732947,urogenital_system
etoposide,Bortezomib,A2780,3.586563046,urogenital_system
etoposide,Dasatinib,A2780,5.723003209,urogenital_system
etoposide,Dinaciclib,A2780,-0.029632365,urogenital_system
etoposide,Erlotinib,A2780,8.328993251,urogenital_system
etoposide,geldanamycin,A2780,3.743538358,urogenital_system
etoposide,Lapatinib,A2780,4.392793234,urogenital_system
etoposide,MK-2206,A2780,5.950865324,urogenital_system
etoposide,Niraparib,A2780,5.559666397,urogenital_system
etoposide,MK-5108,A2780,5.986260729,urogenital_system
etoposide,Deforolimus,A2780,8.077785982,urogenital_system
etoposide,891494-63-6,A2780,3.984870718,urogenital_system
etoposide,391210-10-9,A2780,10.06410144,urogenital_system
etoposide,Sorafenib,A2780,2.895243557,urogenital_system
etoposide,Sunitinib,A2780,4.343352292,urogenital_system
etoposide,temozolomide,A2780,-17.0284909,urogenital_system
etoposide,Vorinostat,A2780,3.677908191,urogenital_system
geldanamycin,915019-65-7,A2780,6.714073679,urogenital_system
geldanamycin,Dinaciclib,A2780,-3.584151442,urogenital_system
geldanamycin,891494-63-6,A2780,-5.491993763,urogenital_system
geldanamycin,Eloxatin (TN),A2780,6.380032473,urogenital_system
geldanamycin,7-Ethyl-10-hydroxycamptothecin,A2780,4.31938177,urogenital_system
geldanamycin,Sorafenib,A2780,-0.190891674,urogenital_system
geldanamycin,topotecan,A2780,4.121143013,urogenital_system
gemcitabine,Veliparib,A2780,-7.364793619,urogenital_system
gemcitabine,MK-1775,A2780,5.224758187,urogenital_system
gemcitabine,915019-65-7,A2780,1.93310761,urogenital_system
gemcitabine,Bortezomib,A2780,1.441721626,urogenital_system
gemcitabine,Dasatinib,A2780,0.402820454,urogenital_system
gemcitabine,Dinaciclib,A2780,-0.748520516,urogenital_system
gemcitabine,Erlotinib,A2780,0.360797329,urogenital_system
gemcitabine,geldanamycin,A2780,0.581921211,urogenital_system
gemcitabine,Lapatinib,A2780,-5.222917711,urogenital_system
gemcitabine,MK-2206,A2780,-1.602994787,urogenital_system
gemcitabine,Niraparib,A2780,1.433612348,urogenital_system
gemcitabine,MK-5108,A2780,0.470113257,urogenital_system
gemcitabine,Deforolimus,A2780,0.207038687,urogenital_system
gemcitabine,891494-63-6,A2780,2.520565876,urogenital_system
gemcitabine,391210-10-9,A2780,-1.238427679,urogenital_system
gemcitabine,Sorafenib,A2780,0.044206005,urogenital_system
gemcitabine,Sunitinib,A2780,1.079388818,urogenital_system
gemcitabine,temozolomide,A2780,-6.584621744,urogenital_system
L-778123 free base,Veliparib,A2780,-4.424787977,urogenital_system
L-778123 free base,MK-1775,A2780,14.87171435,urogenital_system
L-778123 free base,915019-65-7,A2780,7.164577653,urogenital_system
L-778123 free base,Bortezomib,A2780,2.101451644,urogenital_system
L-778123 free base,Dasatinib,A2780,16.43084107,urogenital_system
L-778123 free base,Dinaciclib,A2780,1.752788762,urogenital_system
L-778123 free base,Erlotinib,A2780,10.3268924,urogenital_system
L-778123 free base,etoposide,A2780,5.804996931,urogenital_system
L-778123 free base,geldanamycin,A2780,6.077746251,urogenital_system
L-778123 free base,gemcitabine,A2780,1.614178596,urogenital_system
L-778123 free base,Lapatinib,A2780,6.848105167,urogenital_system
L-778123 free base,MK-2206,A2780,18.28012672,urogenital_system
L-778123 free base,Niraparib,A2780,7.526767017,urogenital_system
L-778123 free base,MK-5108,A2780,13.36817877,urogenital_system
L-778123 free base,891494-63-6,A2780,11.83023285,urogenital_system
L-778123 free base,Eloxatin (TN),A2780,11.78808214,urogenital_system
L-778123 free base,391210-10-9,A2780,17.39189763,urogenital_system
L-778123 free base,7-Ethyl-10-hydroxycamptothecin,A2780,4.600508575,urogenital_system
L-778123 free base,Sorafenib,A2780,4.885693349,urogenital_system
L-778123 free base,Sunitinib,A2780,9.881055469,urogenital_system
L-778123 free base,temozolomide,A2780,-8.525762217,urogenital_system
L-778123 free base,topotecan,A2780,5.876085367,urogenital_system
L-778123 free base,vinorelbine,A2780,2.540869048,urogenital_system
L-778123 free base,Vorinostat,A2780,4.03734506,urogenital_system
Lapatinib,Veliparib,A2780,12.01907979,urogenital_system
Lapatinib,915019-65-7,A2780,2.437757465,urogenital_system
Lapatinib,Bortezomib,A2780,-4.938687221,urogenital_system
Lapatinib,Dasatinib,A2780,22.74141165,urogenital_system
Lapatinib,Dinaciclib,A2780,0.133138862,urogenital_system
Lapatinib,Erlotinib,A2780,7.809600001,urogenital_system
Lapatinib,geldanamycin,A2780,-4.818341764,urogenital_system
Lapatinib,MK-2206,A2780,14.29026004,urogenital_system
Lapatinib,Niraparib,A2780,9.185388951,urogenital_system
Lapatinib,MK-5108,A2780,5.034679463,urogenital_system
Lapatinib,Deforolimus,A2780,13.46345099,urogenital_system
