Drug1,Drug2,Cell_Line,Synergy,Tissue
Luminespib,Nilotinib,MDA.MB.157,0,breast
Luminespib,Nilotinib,MDA.MB.231,0,breast
Luminespib,Nilotinib,MDA.MB.361,0,breast
Luminespib,Nilotinib,MDA.MB.415,0,breast
Luminespib,Nilotinib,MDA.MB.436,0,breast
Luminespib,Nilotinib,MDA.MB.453,0,breast
Luminespib,Nilotinib,MDA.MB.468,0,breast
Luminespib,Nilotinib,MFM.223,0,breast
Luminespib,Nilotinib,OCUB.M,0,breast
Luminespib,Nilotinib,T47D,0,breast
Luminespib,Nilotinib,UACC.893,0,breast
Luminespib,Olaparib,Hs.578.T,0,breast
Luminespib,Docetaxel,HCC202,0,breast
Luminespib,Docetaxel,Hs.578.T,0,breast
Luminespib,Axitinib,HCC202,0,breast
Luminespib,AZD7762,HCC202,0,breast
Luminespib,Afatinib,BT.549,0,breast
Luminespib,Afatinib,CAL.120,0,breast
Luminespib,Afatinib,CAL.51,0,breast
Luminespib,Afatinib,CAMA.1,0,breast
Luminespib,Afatinib,COLO.824,0,breast
Luminespib,Afatinib,DU.4475,0,breast
Luminespib,Afatinib,EFM.19,0,breast
Luminespib,Afatinib,EVSA.T,0,breast
Luminespib,SB216763,AU565,0,breast
Luminespib,Afatinib,HCC1143,0,breast
Luminespib,Afatinib,HCC1187,0,breast
Luminespib,Afatinib,HCC1395,0,breast
Luminespib,Afatinib,HCC1419,0,breast
Luminespib,Afatinib,HCC1428,0,breast
Luminespib,SB216763,BT.549,0,breast
Luminespib,SB216763,CAL.120,0,breast
Luminespib,Afatinib,HCC1806,0,breast
Luminespib,Afatinib,HCC1937,0,breast
Luminespib,Afatinib,HCC1954,0,breast
Luminespib,SB216763,CAL.51,0,breast
Luminespib,Afatinib,HCC38,0,breast
Luminespib,SB216763,CAMA.1,0,breast
Luminespib,Afatinib,HCC70,0,breast
Luminespib,SB216763,COLO.824,0,breast
Luminespib,SB216763,DU.4475,0,breast
Luminespib,Afatinib,Hs.578.T,0,breast
Luminespib,Afatinib,JIMT.1,0,breast
Luminespib,SB216763,EFM.19,0,breast
Luminespib,Afatinib,MCF7,0,breast
Luminespib,Afatinib,MDA.MB.157,0,breast
Luminespib,SB216763,EVSA.T,0,breast
Luminespib,SB216763,HCC1143,0,breast
Luminespib,Afatinib,MDA.MB.231,0,breast
Luminespib,SB216763,HCC1187,0,breast
Luminespib,Afatinib,MDA.MB.361,0,breast
Luminespib,SB216763,HCC1395,0,breast
Luminespib,Afatinib,MDA.MB.415,0,breast
Luminespib,SB216763,HCC1419,0,breast
Luminespib,Afatinib,MDA.MB.436,0,breast
Luminespib,SB216763,HCC1428,0,breast
Luminespib,Afatinib,MDA.MB.453,0,breast
Luminespib,Afatinib,MDA.MB.468,0,breast
Luminespib,Afatinib,MFM.223,0,breast
Luminespib,Afatinib,OCUB.M,0,breast
Luminespib,Afatinib,T47D,0,breast
Luminespib,SB216763,HCC1806,0,breast
Luminespib,SB216763,HCC1937,0,breast
Luminespib,Afatinib,UACC.893,0,breast
Luminespib,SB216763,HCC1954,0,breast
Luminespib,NU7441,AU565,0,breast
Luminespib,NU7441,BT.549,0,breast
Luminespib,NU7441,CAL.120,0,breast
Luminespib,SB216763,HCC38,0,breast
Luminespib,SB216763,HCC70,0,breast
Luminespib,NU7441,CAL.51,0,breast
Luminespib,NU7441,CAMA.1,0,breast
Luminespib,NU7441,COLO.824,0,breast
Luminespib,SB216763,Hs.578.T,0,breast
Luminespib,NU7441,DU.4475,0,breast
Luminespib,SB216763,JIMT.1,0,breast
Luminespib,NU7441,EFM.19,0,breast
Luminespib,SB216763,MCF7,0,breast
Luminespib,NU7441,EVSA.T,0,breast
Luminespib,NU7441,HCC1143,0,breast
Luminespib,SB216763,MDA.MB.157,0,breast
Luminespib,NU7441,HCC1187,0,breast
Luminespib,SB216763,MDA.MB.231,0,breast
Luminespib,NU7441,HCC1395,0,breast
Luminespib,NU7441,HCC1419,0,breast
Luminespib,NU7441,HCC1428,0,breast
Luminespib,SB216763,MDA.MB.361,0,breast
Luminespib,SB216763,MDA.MB.415,0,breast
Luminespib,NU7441,HCC1806,0,breast
Luminespib,SB216763,MDA.MB.436,0,breast
Luminespib,NU7441,HCC1937,0,breast
Luminespib,NU7441,HCC1954,0,breast
Luminespib,SB216763,MDA.MB.453,0,breast
Luminespib,SB216763,MDA.MB.468,0,breast
Luminespib,NU7441,HCC38,0,breast
Luminespib,SB216763,MFM.223,0,breast
Luminespib,NU7441,HCC70,0,breast
Luminespib,NU7441,Hs.578.T,0,breast
Luminespib,NU7441,JIMT.1,0,breast
Luminespib,SB216763,OCUB.M,0,breast
Luminespib,NU7441,MCF7,0,breast
Luminespib,NU7441,MDA.MB.157,0,breast
Luminespib,SB216763,T47D,0,breast
Luminespib,NU7441,MDA.MB.231,0,breast
Luminespib,SB216763,UACC.893,0,breast
Luminespib,NU7441,MDA.MB.361,0,breast
Luminespib,NU7441,MDA.MB.415,0,breast
Luminespib,NU7441,MDA.MB.436,0,breast
Luminespib,NU7441,MDA.MB.453,0,breast
Luminespib,NU7441,MDA.MB.468,0,breast
Luminespib,NU7441,MFM.223,0,breast
Luminespib,KU-55933,AU565,0,breast
Luminespib,NU7441,OCUB.M,0,breast
Luminespib,NU7441,T47D,0,breast
Luminespib,NU7441,UACC.893,0,breast
Luminespib,Doramapimod,AU565,0,breast
Luminespib,KU-55933,BT.549,0,breast
Luminespib,KU-55933,CAL.120,0,breast
Luminespib,Doramapimod,BT.549,0,breast
Luminespib,Doramapimod,CAL.120,0,breast
Luminespib,KU-55933,CAL.51,1,breast
Luminespib,Doramapimod,CAL.51,0,breast
Luminespib,Doramapimod,CAMA.1,0,breast
Luminespib,Doramapimod,COLO.824,0,breast
Luminespib,KU-55933,CAMA.1,0,breast
Luminespib,Doramapimod,DU.4475,0,breast
Luminespib,KU-55933,COLO.824,0,breast
Luminespib,Doramapimod,EFM.19,0,breast
Luminespib,KU-55933,DU.4475,0,breast
Luminespib,Doramapimod,EVSA.T,0,breast
Luminespib,Doramapimod,HCC1143,0,breast
Luminespib,KU-55933,EFM.19,0,breast
Luminespib,Doramapimod,HCC1187,0,breast
Luminespib,Doramapimod,HCC1395,0,breast
Luminespib,KU-55933,EVSA.T,0,breast
Luminespib,Doramapimod,HCC1419,0,breast
Luminespib,Doramapimod,HCC1428,0,breast
Luminespib,KU-55933,HCC1143,0,breast
Luminespib,KU-55933,HCC1187,0,breast
Luminespib,Doramapimod,HCC1806,0,breast
Luminespib,KU-55933,HCC1395,0,breast
Luminespib,Doramapimod,HCC1937,0,breast
Luminespib,Doramapimod,HCC1954,0,breast
Luminespib,KU-55933,HCC1419,0,breast
Luminespib,KU-55933,HCC1428,0,breast
Luminespib,Doramapimod,HCC38,0,breast
Luminespib,Doramapimod,HCC70,0,breast
Luminespib,Doramapimod,Hs.578.T,0,breast
Luminespib,Doramapimod,JIMT.1,0,breast
Luminespib,Doramapimod,MCF7,0,breast
Luminespib,Doramapimod,MDA.MB.157,0,breast
Luminespib,KU-55933,HCC1806,0,breast
Luminespib,KU-55933,HCC1937,0,breast
Luminespib,Doramapimod,MDA.MB.231,0,breast
Luminespib,Doramapimod,MDA.MB.361,0,breast
Luminespib,Doramapimod,MDA.MB.415,0,breast
Luminespib,KU-55933,HCC1954,0,breast
Luminespib,Doramapimod,MDA.MB.436,0,breast
Luminespib,Doramapimod,MDA.MB.453,0,breast
Luminespib,Doramapimod,MDA.MB.468,0,breast
Luminespib,Doramapimod,MFM.223,0,breast
Luminespib,KU-55933,HCC38,0,breast
Luminespib,KU-55933,HCC70,0,breast
Luminespib,Doramapimod,OCUB.M,0,breast
Luminespib,Doramapimod,T47D,0,breast
Luminespib,Doramapimod,UACC.893,0,breast
Luminespib,KU-55933,Hs.578.T,0,breast
Luminespib,KU-55933,JIMT.1,0,breast
Luminespib,Wee1 Inhibitor,AU565,0,breast
Luminespib,KU-55933,MCF7,0,breast
Luminespib,Wee1 Inhibitor,BT.549,0,breast
Luminespib,KU-55933,MDA.MB.157,0,breast
Luminespib,Wee1 Inhibitor,CAL.120,0,breast
Luminespib,Wee1 Inhibitor,CAL.51,0,breast
Luminespib,Wee1 Inhibitor,CAMA.1,0,breast
Luminespib,KU-55933,MDA.MB.231,0,breast
Luminespib,Wee1 Inhibitor,COLO.824,0,breast
Luminespib,Wee1 Inhibitor,DU.4475,0,breast
Luminespib,Wee1 Inhibitor,EFM.19,0,breast
Luminespib,KU-55933,MDA.MB.361,0,breast
Luminespib,KU-55933,MDA.MB.415,0,breast
Luminespib,Wee1 Inhibitor,EVSA.T,0,breast
Luminespib,Wee1 Inhibitor,HCC1143,0,breast
Luminespib,KU-55933,MDA.MB.436,0,breast
Luminespib,Wee1 Inhibitor,HCC1187,0,breast
Luminespib,Wee1 Inhibitor,HCC1395,0,breast
Luminespib,KU-55933,MDA.MB.453,0,breast
Luminespib,Wee1 Inhibitor,HCC1419,0,breast
Luminespib,KU-55933,MDA.MB.468,0,breast
Luminespib,Wee1 Inhibitor,HCC1428,0,breast
Luminespib,KU-55933,MFM.223,0,breast
Luminespib,Wee1 Inhibitor,HCC1806,0,breast
Luminespib,Wee1 Inhibitor,HCC1937,0,breast
Luminespib,KU-55933,OCUB.M,0,breast
Luminespib,Wee1 Inhibitor,HCC1954,0,breast
Luminespib,KU-55933,T47D,0,breast
Luminespib,KU-55933,UACC.893,0,breast
Luminespib,Wee1 Inhibitor,HCC38,0,breast
Luminespib,Wee1 Inhibitor,HCC70,0,breast
Luminespib,Wee1 Inhibitor,Hs.578.T,0,breast
Luminespib,Wee1 Inhibitor,JIMT.1,0,breast
Luminespib,Afatinib,AU565,0,breast
Luminespib,Wee1 Inhibitor,MCF7,0,breast
Luminespib,Wee1 Inhibitor,MDA.MB.157,0,breast
Luminespib,Wee1 Inhibitor,MDA.MB.231,0,breast
Luminespib,Wee1 Inhibitor,MDA.MB.361,0,breast
Luminespib,Wee1 Inhibitor,MDA.MB.415,0,breast
Luminespib,Wee1 Inhibitor,MDA.MB.436,0,breast
Luminespib,Wee1 Inhibitor,MDA.MB.453,0,breast
Luminespib,Wee1 Inhibitor,MDA.MB.468,0,breast
Luminespib,Wee1 Inhibitor,MFM.223,0,breast
Luminespib,PD173074,HCC202,0,breast
Luminespib,Wee1 Inhibitor,OCUB.M,0,breast
Luminespib,Wee1 Inhibitor,T47D,0,breast
Luminespib,Wee1 Inhibitor,UACC.893,0,breast
Luminespib,PD173074,Hs.578.T,0,breast
Luminespib,ZM447439,AU565,0,breast
Luminespib,ZM447439,BT.549,0,breast
Luminespib,ZM447439,CAL.120,0,breast
Luminespib,ZM447439,CAL.51,0,breast
Luminespib,ZM447439,CAMA.1,0,breast
Luminespib,ZM447439,COLO.824,0,breast
Luminespib,ZM447439,DU.4475,0,breast
Luminespib,ZM447439,EFM.19,0,breast
Luminespib,ZM447439,EVSA.T,0,breast
Luminespib,ZM447439,HCC1143,0,breast
Luminespib,ZM447439,HCC1187,0,breast
Luminespib,ZM447439,HCC1395,0,breast
Luminespib,ZM447439,HCC1419,0,breast
Luminespib,ZM447439,HCC1428,0,breast
Luminespib,ZM447439,HCC1806,0,breast
Luminespib,ZM447439,HCC1937,0,breast
Luminespib,ZM447439,HCC1954,0,breast
Luminespib,ZM447439,HCC38,0,breast
Luminespib,ZM447439,HCC70,0,breast
Luminespib,ZM447439,Hs.578.T,0,breast
Luminespib,ZM447439,JIMT.1,0,breast
Luminespib,ZM447439,MCF7,0,breast
Luminespib,ZM447439,MDA.MB.157,0,breast
Luminespib,ZM447439,MDA.MB.231,0,breast
Luminespib,ZM447439,MDA.MB.361,1,breast
Luminespib,ZM447439,MDA.MB.415,0,breast
Luminespib,ZM447439,MDA.MB.436,0,breast
Luminespib,ZM447439,MDA.MB.453,0,breast
Luminespib,ZM447439,MDA.MB.468,0,breast
Luminespib,ZM447439,MFM.223,0,breast
Luminespib,ZM447439,OCUB.M,0,breast
Luminespib,RO-3306,DU.4475,0,breast
Luminespib,ZM447439,T47D,0,breast
Luminespib,RO-3306,EFM.19,0,breast
Luminespib,ZM447439,UACC.893,0,breast
Luminespib,RO-3306,EVSA.T,0,breast
Luminespib,RO-3306,HCC1143,0,breast
Luminespib,RO-3306,HCC1187,0,breast
Luminespib,RO-3306,HCC1395,0,breast
Luminespib,Alisertib,AU565,0,breast
Luminespib,RO-3306,HCC1419,0,breast
Luminespib,RO-3306,HCC1428,0,breast
Luminespib,RO-3306,HCC1806,0,breast
Luminespib,RO-3306,HCC1937,0,breast
Luminespib,Alisertib,BT.549,0,breast
Luminespib,RO-3306,HCC1954,0,breast
Luminespib,Alisertib,CAL.120,0,breast
Luminespib,RO-3306,HCC38,0,breast
Luminespib,RO-3306,HCC70,0,breast
Luminespib,Alisertib,CAL.51,0,breast
Luminespib,RO-3306,Hs.578.T,0,breast
Luminespib,Alisertib,CAMA.1,0,breast
Luminespib,RO-3306,JIMT.1,0,breast
Luminespib,Alisertib,COLO.824,0,breast
Luminespib,RO-3306,MCF7,0,breast
Luminespib,RO-3306,MDA.MB.157,0,breast
Luminespib,Alisertib,DU.4475,1,breast
Luminespib,RO-3306,MDA.MB.231,0,breast
Luminespib,Alisertib,EFM.19,0,breast
Luminespib,RO-3306,MDA.MB.361,0,breast
Luminespib,RO-3306,MDA.MB.415,0,breast
Luminespib,Alisertib,EVSA.T,1,breast
Luminespib,RO-3306,MDA.MB.436,0,breast
Luminespib,RO-3306,MDA.MB.453,0,breast
Luminespib,Alisertib,HCC1143,0,breast
Luminespib,RO-3306,MDA.MB.468,0,breast
Luminespib,Alisertib,HCC1187,0,breast
Luminespib,RO-3306,MFM.223,0,breast
Luminespib,Alisertib,HCC1395,0,breast
Luminespib,RO-3306,OCUB.M,0,breast
Luminespib,Alisertib,HCC1419,0,breast
Luminespib,RO-3306,T47D,0,breast
Luminespib,RO-3306,UACC.893,0,breast
Luminespib,Alisertib,HCC1428,0,breast
Luminespib,Alisertib,HCC1806,0,breast
Luminespib,Alisertib,HCC1937,0,breast
Luminespib,Alisertib,HCC1954,0,breast
Luminespib,Alisertib,HCC38,0,breast
Luminespib,Alisertib,HCC70,0,breast
Luminespib,Alisertib,Hs.578.T,0,breast
Luminespib,Alisertib,JIMT.1,0,breast
Luminespib,Alisertib,MCF7,0,breast
Luminespib,Alisertib,MDA.MB.157,0,breast
Luminespib,Alisertib,MDA.MB.231,0,breast
Luminespib,Alisertib,MDA.MB.361,1,breast
Luminespib,Alisertib,MDA.MB.415,0,breast
Luminespib,Alisertib,MDA.MB.436,0,breast
Luminespib,Alisertib,MDA.MB.453,0,breast
Luminespib,Alisertib,MDA.MB.468,0,breast
Luminespib,Alisertib,MFM.223,0,breast
Luminespib,Alisertib,OCUB.M,0,breast
Luminespib,Alisertib,T47D,0,breast
Luminespib,Alisertib,UACC.893,0,breast
Luminespib,RO-3306,AU565,0,breast
Luminespib,MK-2206,HCC202,0,breast
Luminespib,RO-3306,BT.549,0,breast
Luminespib,RO-3306,CAL.120,0,breast
Luminespib,RO-3306,CAL.51,0,breast
Luminespib,RO-3306,CAMA.1,0,breast
Luminespib,RO-3306,COLO.824,0,breast
Luminespib,MK-2206,Hs.578.T,0,breast
Luminespib,Pictilisib,HCC202,0,breast
Luminespib,Pictilisib,Hs.578.T,0,breast
Luminespib,Palbociclib,HCC202,0,breast
Luminespib,Palbociclib,Hs.578.T,0,breast
Luminespib,AZD8055,AU565,0,breast
Luminespib,AZD8055,BT.549,0,breast
Luminespib,AZD8055,CAL.120,0,breast
Luminespib,AZD8055,CAL.51,0,breast
Luminespib,5-Fluorouracil,Hs.578.T,0,breast
Luminespib,AZD8055,CAMA.1,0,breast
Luminespib,AZD8055,COLO.824,0,breast
Luminespib,AZD8055,DU.4475,0,breast
Luminespib,AZD8055,EFM.19,0,breast
Luminespib,AZD8055,EVSA.T,0,breast
Luminespib,AZD8055,HCC1143,0,breast
Luminespib,AZD8055,HCC1187,0,breast
Luminespib,AZD8055,HCC1395,0,breast
Luminespib,AZD8055,HCC1419,0,breast
Luminespib,AZD8055,HCC1428,0,breast
Luminespib,AZD8055,HCC1806,0,breast
Luminespib,AZD8055,HCC1937,0,breast
Luminespib,AZD8055,HCC1954,0,breast
Luminespib,Paclitaxel,AU565,0,breast
Luminespib,AZD8055,HCC38,0,breast
Luminespib,AZD8055,HCC70,0,breast
Luminespib,Paclitaxel,BT.549,0,breast
Luminespib,Paclitaxel,CAL.120,0,breast
Luminespib,AZD8055,Hs.578.T,0,breast
Luminespib,Paclitaxel,CAL.51,0,breast
Luminespib,AZD8055,JIMT.1,0,breast
Luminespib,AZD8055,MCF7,0,breast
Luminespib,Paclitaxel,CAMA.1,0,breast
Luminespib,Paclitaxel,COLO.824,0,breast
Luminespib,AZD8055,MDA.MB.157,0,breast
Luminespib,Paclitaxel,DU.4475,0,breast
Luminespib,Paclitaxel,EFM.19,0,breast
Luminespib,Paclitaxel,EVSA.T,0,breast
Luminespib,AZD8055,MDA.MB.231,0,breast
Luminespib,Paclitaxel,HCC1143,0,breast
Luminespib,Paclitaxel,HCC1187,0,breast
Luminespib,Paclitaxel,HCC1395,0,breast
Luminespib,AZD8055,MDA.MB.361,0,breast
Luminespib,Paclitaxel,HCC1419,0,breast
Luminespib,AZD8055,MDA.MB.415,0,breast
Luminespib,Paclitaxel,HCC1428,0,breast
Luminespib,AZD8055,MDA.MB.436,0,breast
Luminespib,AZD8055,MDA.MB.453,0,breast
Luminespib,Paclitaxel,HCC1806,0,breast
Luminespib,AZD8055,MDA.MB.468,0,breast
Luminespib,Paclitaxel,HCC1937,0,breast
Luminespib,Paclitaxel,HCC1954,0,breast
Luminespib,AZD8055,MFM.223,0,breast
Luminespib,Paclitaxel,HCC38,0,breast
Luminespib,Paclitaxel,HCC70,0,breast
Luminespib,AZD8055,OCUB.M,0,breast
Luminespib,AZD8055,T47D,0,breast
Luminespib,Paclitaxel,Hs.578.T,0,breast
Luminespib,AZD8055,UACC.893,0,breast
Luminespib,Paclitaxel,JIMT.1,0,breast
Luminespib,Paclitaxel,MCF7,0,breast
Luminespib,Paclitaxel,MDA.MB.157,0,breast
Luminespib,Paclitaxel,MDA.MB.231,0,breast
Luminespib,Paclitaxel,MDA.MB.361,0,breast
Luminespib,Paclitaxel,MDA.MB.415,0,breast
Luminespib,Paclitaxel,MDA.MB.436,0,breast
Luminespib,Paclitaxel,MDA.MB.453,0,breast
Luminespib,Paclitaxel,MDA.MB.468,0,breast
Luminespib,Paclitaxel,MFM.223,0,breast
Luminespib,Paclitaxel,OCUB.M,0,breast
Luminespib,Paclitaxel,T47D,0,breast
Luminespib,Paclitaxel,UACC.893,1,breast
Luminespib,5-Fluorouracil,HCC202,0,breast
Luminespib,Sorafenib,DU.4475,0,breast
Luminespib,Sorafenib,EFM.19,0,breast
Luminespib,Sorafenib,EVSA.T,0,breast
Luminespib,Sorafenib,HCC1143,0,breast
Luminespib,Sorafenib,HCC1187,0,breast
Luminespib,Sorafenib,HCC1395,0,breast
Luminespib,Sorafenib,HCC1419,0,breast
Luminespib,Sorafenib,HCC1428,0,breast
Luminespib,Sorafenib,HCC1806,0,breast
Luminespib,Sorafenib,HCC1937,0,breast
Luminespib,Sorafenib,HCC1954,0,breast
Luminespib,Sorafenib,HCC38,0,breast
Luminespib,Sorafenib,HCC70,0,breast
Luminespib,Sorafenib,Hs.578.T,0,breast
Luminespib,Sorafenib,JIMT.1,0,breast
Luminespib,Sorafenib,MCF7,0,breast
Luminespib,Sorafenib,MDA.MB.157,0,breast
Luminespib,Sorafenib,MDA.MB.231,0,breast
Luminespib,Sorafenib,MDA.MB.361,0,breast
Luminespib,Sorafenib,MDA.MB.415,0,breast
Luminespib,Sorafenib,MDA.MB.436,0,breast
Luminespib,Sorafenib,MDA.MB.453,0,breast
Luminespib,Sorafenib,MDA.MB.468,0,breast
Luminespib,Sorafenib,MFM.223,0,breast
Luminespib,Sorafenib,OCUB.M,0,breast
Luminespib,Sorafenib,T47D,0,breast
Luminespib,Sorafenib,UACC.893,0,breast
Luminespib,Sorafenib,AU565,0,breast
Luminespib,Sorafenib,BT.549,0,breast
Luminespib,BI-2536,AU565,0,breast
Luminespib,Sorafenib,CAL.120,0,breast
Luminespib,Sorafenib,CAL.51,0,breast
Luminespib,Sorafenib,CAMA.1,0,breast
Luminespib,BI-2536,BT.549,0,breast
Luminespib,Sorafenib,COLO.824,0,breast
Luminespib,BI-2536,CAL.120,0,breast
Luminespib,Tozasertib,T47D,0,breast
Luminespib,Tozasertib,UACC.893,0,breast
Luminespib,BI-2536,CAL.51,0,breast
Luminespib,PF-4708671,AU565,0,breast
Luminespib,BI-2536,CAMA.1,0,breast
Luminespib,BI-2536,COLO.824,0,breast
Luminespib,BI-2536,DU.4475,0,breast
Luminespib,PF-4708671,BT.549,0,breast
Luminespib,PF-4708671,CAL.120,0,breast
Luminespib,BI-2536,EFM.19,0,breast
Luminespib,PF-4708671,CAL.51,0,breast
Luminespib,BI-2536,EVSA.T,0,breast
Luminespib,PF-4708671,CAMA.1,0,breast
Luminespib,BI-2536,HCC1143,0,breast
Luminespib,PF-4708671,COLO.824,0,breast
Luminespib,BI-2536,HCC1187,0,breast
Luminespib,PF-4708671,DU.4475,0,breast
Luminespib,PF-4708671,EFM.19,0,breast
Luminespib,BI-2536,HCC1395,0,breast
Luminespib,PF-4708671,EVSA.T,0,breast
Luminespib,BI-2536,HCC1419,0,breast
Luminespib,PF-4708671,HCC1143,0,breast
Luminespib,BI-2536,HCC1428,0,breast
Luminespib,PF-4708671,HCC1187,0,breast
Luminespib,PF-4708671,HCC1395,0,breast
Luminespib,PF-4708671,HCC1419,0,breast
Luminespib,PF-4708671,HCC1428,0,breast
Luminespib,BI-2536,HCC1806,0,breast
Luminespib,PF-4708671,HCC1806,0,breast
Luminespib,BI-2536,HCC1937,0,breast
Luminespib,PF-4708671,HCC1937,0,breast
Luminespib,PF-4708671,HCC1954,0,breast
Luminespib,BI-2536,HCC1954,0,breast
Luminespib,PF-4708671,HCC38,0,breast
Luminespib,PF-4708671,HCC70,0,breast
Luminespib,BI-2536,HCC38,0,breast
Luminespib,PF-4708671,Hs.578.T,0,breast
Luminespib,BI-2536,HCC70,0,breast
Luminespib,PF-4708671,JIMT.1,0,breast
Luminespib,PF-4708671,MCF7,0,breast
Luminespib,PF-4708671,MDA.MB.157,0,breast
Luminespib,BI-2536,Hs.578.T,0,breast
Luminespib,PF-4708671,MDA.MB.231,0,breast
Luminespib,BI-2536,JIMT.1,0,breast
Luminespib,PF-4708671,MDA.MB.361,0,breast
Luminespib,BI-2536,MCF7,0,breast
Luminespib,PF-4708671,MDA.MB.415,0,breast
Luminespib,BI-2536,MDA.MB.157,0,breast
Luminespib,PF-4708671,MDA.MB.436,0,breast
Luminespib,PF-4708671,MDA.MB.453,0,breast
Luminespib,PF-4708671,MDA.MB.468,0,breast
Luminespib,BI-2536,MDA.MB.231,0,breast
Luminespib,PF-4708671,MFM.223,0,breast
Luminespib,PF-4708671,OCUB.M,0,breast
Luminespib,PF-4708671,T47D,0,breast
Luminespib,BI-2536,MDA.MB.361,0,breast
Luminespib,BI-2536,MDA.MB.415,0,breast
Luminespib,PF-4708671,UACC.893,0,breast
Luminespib,BI-2536,MDA.MB.436,0,breast
Luminespib,BI-2536,MDA.MB.453,0,breast
Luminespib,BI-2536,MDA.MB.468,0,breast
Luminespib,BI-2536,MFM.223,0,breast
Luminespib,BI-2536,OCUB.M,0,breast
Luminespib,BI-2536,T47D,0,breast
Luminespib,BI-2536,UACC.893,0,breast
Luminespib,Tozasertib,AU565,0,breast
Luminespib,Tozasertib,BT.549,0,breast
Luminespib,Tozasertib,CAL.120,0,breast
Luminespib,Tozasertib,CAL.51,0,breast
Luminespib,Tozasertib,CAMA.1,0,breast
Luminespib,Tozasertib,COLO.824,0,breast
Luminespib,Tozasertib,DU.4475,0,breast
Luminespib,Tozasertib,EFM.19,0,breast
Luminespib,Tozasertib,EVSA.T,0,breast
Luminespib,Tozasertib,HCC1143,0,breast
Luminespib,Tozasertib,HCC1187,0,breast
Luminespib,Tozasertib,HCC1395,0,breast
Luminespib,Tozasertib,HCC1419,0,breast
Luminespib,Tozasertib,HCC1428,0,breast
Luminespib,Tozasertib,HCC1806,0,breast
Luminespib,Tozasertib,HCC1937,0,breast
Luminespib,Tozasertib,HCC1954,0,breast
Luminespib,Tozasertib,HCC38,0,breast
Luminespib,Tozasertib,HCC70,0,breast
Luminespib,Tozasertib,Hs.578.T,0,breast
Luminespib,Tozasertib,JIMT.1,0,breast
Luminespib,Tozasertib,MCF7,0,breast
Luminespib,Tozasertib,MDA.MB.157,0,breast
Luminespib,Tozasertib,MDA.MB.231,0,breast
Luminespib,Tozasertib,MDA.MB.361,0,breast
Luminespib,Tozasertib,MDA.MB.415,0,breast
Luminespib,Tozasertib,MDA.MB.436,0,breast
Luminespib,Tozasertib,MDA.MB.453,0,breast
Luminespib,Tozasertib,MDA.MB.468,0,breast
Luminespib,Tozasertib,MFM.223,0,breast
Luminespib,Tozasertib,OCUB.M,0,breast
Luminespib,Gemcitabine,Hs.578.T,0,breast
Luminespib,Bortezomib,Hs.578.T,0,breast
Luminespib,Trametinib,Hs.578.T,0,breast
Luminespib,GSK269962A,AU565,0,breast
Luminespib,GSK269962A,BT.549,0,breast
Luminespib,GSK269962A,CAL.120,0,breast
Luminespib,GSK269962A,CAL.51,0,breast
Luminespib,Dabrafenib,AU565,0,breast
Luminespib,GSK269962A,CAMA.1,0,breast
Luminespib,GSK269962A,COLO.824,0,breast
Luminespib,GSK269962A,DU.4475,0,breast
Luminespib,Dabrafenib,BT.549,0,breast
Luminespib,GSK269962A,EFM.19,0,breast
Luminespib,Dabrafenib,CAL.120,0,breast
Luminespib,GSK269962A,EVSA.T,0,breast
Luminespib,Dabrafenib,CAL.51,0,breast
Luminespib,GSK269962A,HCC1143,0,breast
Luminespib,GSK269962A,HCC1187,0,breast
Luminespib,Dabrafenib,CAMA.1,0,breast
Luminespib,Dabrafenib,COLO.824,0,breast
Luminespib,GSK269962A,HCC1395,0,breast
Luminespib,GSK269962A,HCC1419,0,breast
Luminespib,Dabrafenib,DU.4475,0,breast
Luminespib,GSK269962A,HCC1428,0,breast
Luminespib,Dabrafenib,EFM.19,0,breast
Luminespib,Dabrafenib,EVSA.T,0,breast
Luminespib,Dabrafenib,HCC1143,0,breast
Luminespib,Dabrafenib,HCC1187,0,breast
Luminespib,GSK269962A,HCC1806,0,breast
Luminespib,Dabrafenib,HCC1395,0,breast
Luminespib,GSK269962A,HCC1937,0,breast
Luminespib,Dabrafenib,HCC1419,0,breast
Luminespib,GSK269962A,HCC1954,0,breast
Luminespib,Dabrafenib,HCC1428,0,breast
Luminespib,GSK269962A,HCC38,0,breast
Luminespib,GSK269962A,HCC70,0,breast
Luminespib,Dabrafenib,HCC1806,0,breast
Luminespib,Dabrafenib,HCC1937,0,breast
Luminespib,Dabrafenib,HCC1954,0,breast
Luminespib,GSK269962A,Hs.578.T,0,breast
Luminespib,GSK269962A,JIMT.1,0,breast
Luminespib,GSK269962A,MCF7,0,breast
Luminespib,Dabrafenib,HCC38,0,breast
Luminespib,GSK269962A,MDA.MB.157,0,breast
Luminespib,Dabrafenib,HCC70,0,breast
Luminespib,GSK269962A,MDA.MB.231,0,breast
Luminespib,Dabrafenib,Hs.578.T,0,breast
Luminespib,Dabrafenib,JIMT.1,0,breast
Luminespib,GSK269962A,MDA.MB.361,0,breast
Luminespib,Dabrafenib,MCF7,0,breast
Luminespib,GSK269962A,MDA.MB.415,0,breast
Luminespib,Dabrafenib,MDA.MB.157,0,breast
Luminespib,GSK269962A,MDA.MB.436,0,breast
